e 	130875	130875	2.433226	2.433226
 t	108889	239764	2.024463	4.457689
th	105156	344920	1.955059	6.412747
he	85840	430760	1.595936	8.008683
t 	77593	508353	1.442608	9.451291
s 	74697	583050	1.388765	10.840057
.\x0A	70416	653466	1.309173	12.149230
, 	68354	721820	1.270837	13.420066
 a	67927	789747	1.262898	14.682964
d 	67309	857056	1.251408	15.934372
er	58596	915652	1.089416	17.023788
ou	58366	974018	1.085140	18.108927
 s	57197	1031215	1.063406	19.172333
 h	54528	1085743	1.013784	20.186117
in	52770	1138513	0.981099	21.167216
r 	51609	1190122	0.959514	22.126730
an	51305	1241427	0.953862	23.080591
 m	49116	1290543	0.913164	23.993755
 w	48198	1338741	0.896096	24.889852
re	46547	1385288	0.865401	25.755253
nd	46201	1431489	0.858968	26.614221
y 	45808	1477297	0.851662	27.465883
n 	43743	1521040	0.813269	28.279152
ha	43579	1564619	0.810220	29.089372
\x0A\x0A	42452	1607071	0.789267	29.878639
or	38574	1645645	0.717167	30.595806
at	37901	1683546	0.704655	31.300461
o 	37225	1720771	0.692087	31.992548
 b	37016	1757787	0.688201	32.680748
 o	36755	1794542	0.683348	33.364097
is	36324	1830866	0.675335	34.039432
en	35541	1866407	0.660778	34.700210
 i	34678	1901085	0.644733	35.344943
hi	33181	1934266	0.616901	35.961843
ar	32512	1966778	0.604463	36.566306
es	32472	1999250	0.603719	37.170025
on	31871	2031121	0.592545	37.762570
ll	31309	2062430	0.582096	38.344666
 f	30875	2093305	0.574028	38.918694
st	30852	2124157	0.573600	39.492294
it	29869	2154026	0.555324	40.047618
ea	29347	2183373	0.545619	40.593237
me	28225	2211598	0.524759	41.117996
ve	28144	2239742	0.523253	41.641248
to	26683	2266425	0.496090	42.137338
,\x0A	25716	2292141	0.478111	42.615450
se	25493	2317634	0.473965	43.089415
l 	25471	2343105	0.473556	43.562972
 d	25445	2368550	0.473073	44.036045
 c	25155	2393705	0.467681	44.503726
h 	24493	2418198	0.455373	44.959099
ur	24262	2442460	0.451079	45.410178
 l	24199	2466659	0.449907	45.860086
te	24136	2490795	0.448736	46.308822
no	23946	2514741	0.445204	46.754025
ng	23877	2538618	0.443921	47.197946
f 	23819	2562437	0.442842	47.640789
ho	23757	2586194	0.441690	48.082479
 n	23277	2609471	0.432766	48.515244
 y	22946	2632417	0.426612	48.941856
le	21957	2654374	0.408224	49.350080
yo	21092	2675466	0.392142	49.742222
nt	20929	2696395	0.389112	50.131334
 p	20904	2717299	0.388647	50.519981
al	20848	2738147	0.387606	50.907586
 I	20460	2758607	0.380392	51.287978
I 	20425	2779032	0.379741	51.667720
ne	20093	2799125	0.373569	52.041288
of	19710	2818835	0.366448	52.407736
as	19251	2838086	0.357914	52.765651
ot	18966	2857052	0.352616	53.118266
ed	18497	2875549	0.343896	53.462162
wi	18247	2893796	0.339248	53.801410
\x0AT	18199	2911995	0.338356	54.139766
be	18079	2930074	0.336124	54.475890
ee	18062	2948136	0.335808	54.811699
e,	17926	2966062	0.333280	55.144978
ow	17853	2983915	0.331923	55.476901
\x0AA	16942	3000857	0.314985	55.791887
om	16764	3017621	0.311676	56.103563
el	16697	3034318	0.310430	56.413993
ro	16686	3051004	0.310226	56.724219
ce	16583	3067587	0.308311	57.032530
u 	16355	3083942	0.304072	57.336602
lo	16306	3100248	0.303161	57.639762
us	16125	3116373	0.299796	57.939558
de	16106	3132479	0.299443	58.239001
 g	15892	3148371	0.295464	58.534465
Th	15730	3164101	0.292452	58.826916
. 	15564	3179665	0.289366	59.116282
il	15446	3195111	0.287172	59.403454
et	15220	3210331	0.282970	59.686424
sh	15185	3225516	0.282319	59.968743
ma	15165	3240681	0.281947	60.250691
ri	15162	3255843	0.281892	60.532582
fo	14923	3270766	0.277448	60.810030
ch	14897	3285663	0.276965	61.086995
a 	14164	3299827	0.263337	61.350332
co	14083	3313910	0.261831	61.612163
ut	14001	3327911	0.260306	61.872469
  	13973	3341884	0.259786	62.132255
ti	13740	3355624	0.255454	62.387709
we	13472	3369096	0.250471	62.638180
li	13400	3382496	0.249133	62.887313
ra	13247	3395743	0.246288	63.133601
oo	12789	3408532	0.237773	63.371374
s,	12697	3421229	0.236062	63.607436
so	12394	3433623	0.230429	63.837865
my	12339	3445962	0.229406	64.067272
m 	12199	3458161	0.226804	64.294075
g 	12177	3470338	0.226395	64.520470
ir	11923	3482261	0.221672	64.742142
ai	11734	3493995	0.218158	64.960301
rt	11584	3505579	0.215370	65.175670
av	11479	3517058	0.213417	65.389087
 e	11423	3528481	0.212376	65.601464
la	11408	3539889	0.212097	65.813561
rs	11355	3551244	0.211112	66.024673
\x0AW	11329	3562573	0.210629	66.235302
 r	11323	3573896	0.210517	66.445819
un	11249	3585145	0.209141	66.654960
ld	11240	3596385	0.208974	66.863934
ay	11227	3607612	0.208732	67.072666
e.	11165	3618777	0.207580	67.280246
ke	11014	3629791	0.204772	67.485018
\x0AI	10956	3640747	0.203694	67.688711
rd	10598	3651345	0.197038	67.885749
ie	10543	3661888	0.196015	68.081765
si	10483	3672371	0.194900	68.276664
ul	10186	3682557	0.189378	68.466042
ad	10155	3692712	0.188802	68.654844
im	10123	3702835	0.188207	68.843051
do	9981	3712816	0.185567	69.028617
gh	9898	3722714	0.184023	69.212641
An	9892	3732606	0.183912	69.396553
’s	9779	3742385	0.181811	69.578364
wh	9681	3752066	0.179989	69.758353
ta	9663	3761729	0.179654	69.938007
ss	9478	3771207	0.176215	70.114222
pe	9333	3780540	0.173519	70.287741
wo	9291	3789831	0.172738	70.460479
mo	9250	3799081	0.171976	70.632455
tr	9215	3808296	0.171325	70.803780
d,	9193	3817489	0.170916	70.974696
nc	9188	3826677	0.170823	71.145519
ic	9162	3835839	0.170340	71.315859
\x0AS	9080	3844919	0.168815	71.484674
di	8926	3853845	0.165952	71.650626
am	8923	3862768	0.165896	71.816522
ge	8899	3871667	0.165450	71.981972
t,	8872	3880539	0.164948	72.146921
wa	8660	3889199	0.161007	72.307927
w 	8569	3897768	0.159315	72.467242
ol	8552	3906320	0.158999	72.626241
Wh	8478	3914798	0.157623	72.783863
ns	8336	3923134	0.154983	72.938846
